taxonomy_id	species	genus	family	order	class	phylum	kingdom
2792978	Gardnerella leopoldii	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Bacteria
1871022	Parolsenella massiliensis	Parolsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria
3068634	Agrococcus beijingensis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2487344	Mycolicibacterium nivoides	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
675635	Pseudonocardia dioxanivorans CB1190	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacteria
882081	Saccharomonospora azurea NA-128	Saccharomonospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacteria
882082	Saccharomonospora cyanea NA-134	Saccharomonospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacteria
882083	Saccharomonospora marina XMU15	Saccharomonospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacteria
585529	Corynebacterium genitalium ATCC 33030	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
928724	Saccharomonospora glauca K62	Saccharomonospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacteria
585531	Aeromicrobium marinum DSM 15272	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2775496	Mycobacterium senriense	Mycobacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
